,spotify,key_and_mode
12496,spotify:track:6hjB9qJYDzIHxhKFuOHBE2,G# minor
12497,spotify:track:36d4l4hAtxLgKRJaRmqiJR,D minor
12500,spotify:track:2dFrIwVF8XgwXOL5F45Sol,G minor
12501,spotify:track:3FMHpl7PlmGSrYtWevbunY,F Major
12502,spotify:track:2EPmIK7dxG6NSb6BMuMdCO,C# minor
12503,spotify:track:4W9rGwMiVrxBtq9209UloB,A minor
12504,spotify:track:3ZdyOIN9ErE0igP2t5lhGX,C minor
12507,spotify:track:35BeMEvW0nWpM0ZKUNnajF,Bb Major
12556,spotify:track:6cqO3JbIPrV9VLWt5vfnqG,G# Major
12590,spotify:track:3kqbTzJxpVWhXNki3cTa5b,C Major
12592,spotify:track:6xwgtQXBYg29QhSzqKgEiL,A minor
12650,spotify:track:5y0yZnmxX7Rkp4TWPI5xxL,B minor
12672,spotify:track:63t5ckxexn21dzDt857cAf,G Major
12676,spotify:track:0c9qtaf6YapclnleP4sNNY,G minor
12851,spotify:track:2ZqxPYm9ttie41bt8Jhvt1,F# minor
12855,spotify:track:7bMhfEZj8vCEpCRGDSYXdP,F# Major
12901,spotify:track:1WwEIWRNNdQghO0K5wIqMZ,B Major
12945,spotify:track:4gv64xTJCVaF0RZjPhsA4O,A Major
12946,spotify:track:507nwOsgUXehsikYwRB6XZ,C Major
12947,spotify:track:69Lwom0APycppcuBqAQww4,F Major
12951,spotify:track:5k2CYJjnYhCzZMAQFwmdX4,F minor
12953,spotify:track:7I1EASSZJ6XamwXOCxI1Gd,B Major
13079,spotify:track:4lKbqPGod6Z0VMVLbMX8rj,F# Major
13088,spotify:track:0Cfa1aG1JALYg6F2lbWixY,C Major
13090,spotify:track:69DjaPP4HZVzpE9hYLIxtk,C# minor
13177,spotify:track:4yd6pL2xtd0YcvEclmU2D4,G# minor
13200,spotify:track:0DLiJgoavbOVCnlZ4IRJQP,D minor
13217,spotify:track:2BplaSOfBTldHLCqLckyLH,G# Major
13247,spotify:track:7K5aBcFZggXD3qXkPVwJJq,A minor
13249,spotify:track:61vkDAtP2habal70yJXO1f,A minor
13324,spotify:track:43AcpM0JZwDmFySedEbHEm,G# minor
13328,spotify:track:1TiHSQAjZ28B6RapopLFB5,F minor
13362,spotify:track:728sLOQpH3FzM0ox4ZN4gE,E minor
13380,spotify:track:27YvbCfVVWonYL587VEeMt,G minor
13459,spotify:track:3l2jPvz0lk7JbIjbJYxI5v,D# minor
13474,spotify:track:6XWXlAiWDXn6dLo78jwsYj,D minor
13569,spotify:track:5w9IQupgJEOX9DKeEvZ6X4,E minor
13591,spotify:track:7zxaJbaXhWeuYCEKarGzm5,D minor
13597,spotify:track:4nauGHObESSAmMli9LZUdy,E minor
13709,spotify:track:1J53vf5KLvqmfEuKDFBVsz,C minor
13765,spotify:track:48Wf7PdYe7oqi55nEFxTJC,G Major
13776,spotify:track:45nOWls3lDp06wpBXlcUIN,G# minor
13912,spotify:track:2noELAIEnUbIWeHZJyJ12j,G Major
13914,spotify:track:775aJ0hC0MlGkKGNiNVb32,E Major
13927,spotify:track:4pC2V3BYYY3fpyCE3qANH7,E Major
13938,spotify:track:6JNO8ltBSUAFHSuVG4PRp5,C Major
13939,spotify:track:6JY0iayJYYju2ivpYJd5nI,F Major
13967,spotify:track:5pl7kQWHMVnsY7dduwANUW,C Major
13976,spotify:track:3R3k1Jrnnc9d3JZHJsEuAe,A Major
13980,spotify:track:6Hd91RxNpE3lKetPHl28vX,F Major
13998,spotify:track:6sl7CMHhx1FehhIHZMMeEV,A Major
14006,spotify:track:16eql1gpGW8SZ8h6cuGjR6,D Major
14007,spotify:track:7pS9Ph7V9i9LxtOibc8Wqd,D Major
14010,spotify:track:1IedZjEIqQ0Z2ohr2nz9H2,F Major
14012,spotify:track:2tSomL9o9fapdMFFLBLmti,A Major
14014,spotify:track:7Fz8p5nQKpCwblZefbKkPQ,E Major
14016,spotify:track:0dXruWr3ywsapJrD11DlH9,E minor
14019,spotify:track:5c72sEHDsL5OhSa1GWikPO,G Major
14020,spotify:track:63OoJidqK4UCbus40EOD4o,C Major
14032,spotify:track:4ejEYmGl3VNMtEqvktCsDe,E Major
14033,spotify:track:7snMUirf8XCz4fRk4oGnkG,G# Major
14035,spotify:track:4m9SAecgbynNa2fhRinpjt,G# Major
14039,spotify:track:2rj76BV4atlfyB0J1EbBQP,Bb minor
14063,spotify:track:7hGjdJQ9GdAHGstrmz1T4H,C Major
14064,spotify:track:2fgZu6u8CdENFH17EqG9kG,B Major
14067,spotify:track:2r0ODY7yDyhd585T4JkH4I,D# minor
14068,spotify:track:6whBBffyJ0c8c6wf7as5Jk,G# minor
14130,spotify:track:5gZLa8obQT644Rbk3HCFGK,G minor
14131,spotify:track:58ZY41JW30Xo5psvn0WlwC,C# Major
14132,spotify:track:2StYQFP2PvuCPsz5yafeBB,D Major
14152,spotify:track:30p1qQhm6gm0789qMpOo39,C minor
14191,spotify:track:5IbveIUOHbpRA4Yyj5inNG,C minor
14229,spotify:track:3GM4QFlHLVgQT7Af7YHokd,G minor
14240,spotify:track:2baAa1M6x6SgHwCbbtdcua,E minor
14243,spotify:track:147vpQlzDYiMzHlcVIap86,B minor
14244,spotify:track:5lT4NUE9Z5LpNeJRK83Ntx,A minor
14245,spotify:track:35lxBLQeWFCZxe6yRV5geA,C Major
14263,spotify:track:2SLmmv22KLTkmPlNGP8VZl,C Major
14279,spotify:track:4HmtGWAYWHAJRHwDR8p8Y1,D minor
14281,spotify:track:5Ocs6TpIC2UMySFPUGOqGh,D minor
14282,spotify:track:4rUsEZrDR1FVbLcn3B6T1a,D Major
14283,spotify:track:3jWdKp1RnPFQOOmiJh7GZq,D Major
14284,spotify:track:2Ar1NiGkBxbnfF6E7pTVK4,G# Major
14286,spotify:track:2oyBVKmbKn7XFhX6G9Todz,D# Major
14287,spotify:track:0ZjFBRNp9ywjGJ75TIinYe,D minor
14288,spotify:track:1r10cOQkbZaltrcIIri9wi,D Major
14289,spotify:track:0wSDp25h0gNaVLDVS9JI9c,G minor
14345,spotify:track:4TtFOrrIRkt2jvhVAmzwvF,G minor
14347,spotify:track:41EZcMd2V8NnqJXinZKiS8,A minor
14364,spotify:track:0cfAqiBAwCDoEWOpg0Jj5y,C# minor
14365,spotify:track:0mN54VnYGtpR9ntijZtOw5,F# minor
14372,spotify:track:6WqfxtDrumlxVR69nISYaA,F minor
14375,spotify:track:4u506tRxHiwwhZW1bvoyxK,Bb Major
14384,spotify:track:7oGGmUTUwH6EooJGeZBJdj,D Major
14386,spotify:track:3hc2uGUCxkahdPogjMbyF4,C minor
14479,spotify:track:6YlbsCjggsnEQJUS0vqTW2,E minor
14635,spotify:track:0zq1zFHALAB1WVtc1lKddP,D minor
14643,spotify:track:25ltdwVlQwlZmH9LeVq4mq,D# Major
14651,spotify:track:5ZXcjEz4oMvKELjH3wy1zq,A minor
14653,spotify:track:0wMCqe53G57h4P5GKJJxvq,D# Major
14657,spotify:track:5Yr50Sln4atMGlWCdyQgFJ,E minor
14661,spotify:track:1KrpXYLMCJ8GaDSz61FQNU,A minor
14684,spotify:track:3cLqK3LPVrTIzfENVmYLoU,E Major
14685,spotify:track:1zvNt3sDFv8bTTJ6ZJbk2H,D Major
14686,spotify:track:1qXEBAfrztEJtN7uJNJiMP,D# minor
14693,spotify:track:0iq3MFEbuKTWJgdhwdOwXI,A Major
14737,spotify:track:5sjGKwZMGdyA2MpWEYRUXu,D minor
14738,spotify:track:3wlIu3Z6bRs9LXOdcuMfK0,D Major
14747,spotify:track:1lFVU9wkFqorzAywL3D1e1,F minor
14748,spotify:track:6oTRVZWQ017neu9s22PkdZ,G minor
14796,spotify:track:1WHh6BvTdR1gBshQiXSVkO,C# minor
14882,spotify:track:6ueHX6AjJ7u0qzhsGiG6d0,D Major
14886,spotify:track:0Z7FTOKgz2GDxxNEM2vsxM,C Major
14887,spotify:track:06tqoPWN3s4XL3LFfKrcGQ,E minor
14891,spotify:track:5ZPTxsJKpJDAeRCNM4ifTt,E Major
14895,spotify:track:4CeV86TR2CFvt8K8RSCwVS,G Major
14896,spotify:track:4uDdjOYjh4hlvkFigU7G4d,E Major
14897,spotify:track:018piRksYOK8wlPEP3dXJ9,E Major
14907,spotify:track:4BshW8UghaR2MuWXXballA,C Major
14908,spotify:track:3xkUj7yZoEHuNlqLv3eNQK,G Major
14922,spotify:track:1XV9QM8ClICx0YCm1RbS91,D minor
14934,spotify:track:2D2TakXPJ49XVQkrj2P5rN,B Major
14935,spotify:track:31CQJnegy9h9uAOblJbPQ5,B Major
14941,spotify:track:4Gb6edn08poZ3zylSQE2K3,D Major
14942,spotify:track:0mPBE0g6UCOt9h6ane9vxt,A Major
14952,spotify:track:31iHRawvmBjuqPmkZqfYbg,A Major
14953,spotify:track:5t8fIEcGpwTL8W3jVSUh4K,G Major
14954,spotify:track:2VD7mm7VS0FxjXzBjD9h3F,E Major
14957,spotify:track:3OU2m8w4UbqWOPUYiHZBye,E Major
14959,spotify:track:3yuH036gXMPFsjXwuHiHFE,G Major
14964,spotify:track:3qigJIFIOCCFSO1M60JTAf,A Major
14967,spotify:track:3aUYPKY6c2ORix0Hvu4P55,D minor
14968,spotify:track:30OhKUCKU2tEOnQt8j5vli,E minor
14969,spotify:track:2VPWJdUoAveOswpWe5NY8U,G Major
14978,spotify:track:3QdsLWmBezJLEfrm54TVrR,G Major
14979,spotify:track:6WLzZCvAjnyS1x8jFxlTsc,C minor
14990,spotify:track:1SV6k6QCfFB2uUGtdPZ9xQ,E minor
14999,spotify:track:4jj1ltURRrF43rMgHcx8kb,A minor
15000,spotify:track:1Pcj2Mba4CaJi8eHTgXGYt,A Major
15001,spotify:track:4yTFGdOjs6JmEAF0FYermF,E minor
15044,spotify:track:6jO4Wf9BLVMe3iehAW4LMg,F Major
15124,spotify:track:48JCmu8g5mO8qvyobNJwu7,E Major
15142,spotify:track:2MnpFxQuEKKNblvdgLzsHO,E Major
15228,spotify:track:2O5MOMud1Hnpt1Z06fhdwo,A minor
15307,spotify:track:0lORoL1yY9twDuUJ2LaYDk,B minor
15438,spotify:track:0k55aWLbKLlGNj6PdhkVqO,Bb minor
15441,spotify:track:47L6xHvoxXzS9M1Ct3Zqyh,B minor
15446,spotify:track:3tqGI6Qx9q007fkK1y2YkC,B minor
15479,spotify:track:74Ltuqgbr5fq7GyOqQnon6,G Major
15763,spotify:track:6gp9rpsvLF2BnDDRAUuyXi,D minor
15893,spotify:track:3GRZdLvGErLnaP73TrqKDW,Bb minor
15953,spotify:track:534ZVSHTIODUikrbUpOIaf,C minor
15954,spotify:track:4K5IBs8sfYivjCWba7x5qI,D minor
15956,spotify:track:4KywUCYLCpG3urbxOFFkyG,D minor
15957,spotify:track:4slumkw2rX5EX1y5p1UcHK,A minor
15958,spotify:track:4c3tQdMNappZWZqYC3xgga,C# minor
16062,spotify:track:1Yy22TnHKYVT231JVH5kcs,D Major
16115,spotify:track:6HRXeVPbjsDFlyafjZzpYJ,C minor
16117,spotify:track:4YNjiA7RuGarOoYkNbZjiB,G# minor
16118,spotify:track:6qB2p5HpBDu5RY1AEtuIb4,Bb minor
16119,spotify:track:5nwvOeAOTkhG4e9DsH3naK,F# Major
16120,spotify:track:2SszAg0TAmVx2POMLzW6SY,G# minor
16121,spotify:track:6rpnlp83bG7VD3nbhLwvxa,Bb minor
16122,spotify:track:03PzWTSFf8B18CV8M2rApv,A minor
16123,spotify:track:4qhxuuttDELgzkBXaev7Qk,F# minor
16124,spotify:track:1dbGBNVylUkCBFGCrFKx8S,D minor
16126,spotify:track:5a0RuMu4ikpVKMlPHWoug9,C Major
16127,spotify:track:3onGBjCT1BGyoHHIPEqQfL,E minor
16128,spotify:track:22nfAICcaw7CZBZFtOuNlJ,G minor
16157,spotify:track:523rKCSyNW4RdD5t4m0pn0,F minor
16241,spotify:track:4U2Ft0ds8iFPS7eByJQbnR,Bb minor
16242,spotify:track:1nqjS62UdBS4DPxKTerXcA,D minor
16248,spotify:track:45mgqS8I4tIqBnXhairRyx,B minor
16343,spotify:track:1B4Xk0NizKkQ8io6alannN,C minor
16354,spotify:track:2P5NeGSpkN4eS3vbzvzjwx,D# minor
16392,spotify:track:0Mk5ZE5n1V3dATLNYyAGc3,D# Major
16650,spotify:track:19TSrpaiue7zi9gGnr3Eha,F minor
16651,spotify:track:7iE7dNIfSGTZPKbTLiN35V,F minor
16652,spotify:track:1KRSpFQFaUYnQAa3LwpzFh,G minor
16655,spotify:track:3OdsQUXHES04UFWYr9646W,E minor
16657,spotify:track:15Oykq5cmBN3K1YcGXp6T0,A minor
16673,spotify:track:2R8TJFgDMa7iPJiyui0NIB,C minor
16690,spotify:track:2HmxHzQYxlZnk6BzrGtkh3,E Major
16692,spotify:track:4B1Ehrf5SyA2OFgPFlv1tw,E minor
16695,spotify:track:0bLjfMia6Xv7y7FH7q2be5,Bb minor
16696,spotify:track:6GxJR91yFWUVV1u7GQYLOo,E Major
16697,spotify:track:1H9itH6Vz1xiB2qU7hA5ui,C# minor
16699,spotify:track:27srN3VAG8Twi278O7z0Hu,A minor
16702,spotify:track:6flCQwnNu0S1VCLIBRPoDM,C# minor
16703,spotify:track:5f2a5r4UFx7NgDFWOprqM8,C# Major
16983,spotify:track:06bVD1OKZuaC4VS3csBDsp,C Major
17132,spotify:track:5lFkdXBDEgoe2ibvGlldit,A Major
17133,spotify:track:5HHyVs7h5odT57oHpeNZAH,F# Major
17327,spotify:track:1oqNnxue9r4IvSwrsqstW2,C Major
17328,spotify:track:7M0DZYGXVbfgbW7lsHbETp,D Major
17355,spotify:track:5ImtiAGLebmLSsSbOeKvSW,D Major
17364,spotify:track:1YQrMyM783Y86FxsjBtZxq,D Major
17439,spotify:track:79Z6aW7MaQzf6OAJgyvNQy,C# minor
17524,spotify:track:082mh3A03mcBiUovbEc8a0,A Major
17571,spotify:track:0ex7g9r4UCbYhJoOEq2Iwk,E minor
17576,spotify:track:7LnBamtsutv6thpL8Fommk,G Major
17589,spotify:track:30y2nQR8Dq96JFGrm7pWNs,G Major
17595,spotify:track:3yNPGCgEh3en27rlMANe1P,C# minor
17601,spotify:track:22HrmpxfLDd0KpU6m1h4nS,A Major
17602,spotify:track:5dXrGWieUjRCmSReU5qVdO,F# Major
17603,spotify:track:1KL8WABvBZ2WwcQSEeSKsb,A Major
17831,spotify:track:2iqQNz57K8SO7RLl3wwqII,G Major
17839,spotify:track:2vozl2EJmVIasTadgU9CBl,B minor
17845,spotify:track:37l1dxvMrvhBDjQdjiofrp,B minor
17992,spotify:track:3AUNCE4Fd8ejfoPGO0Ecdy,D# minor
18101,spotify:track:5EiBnRLm1vuucGjdqWPAxh,E Major
18104,spotify:track:65OlxqO6yXdS8nnxLPZynj,E Major
18113,spotify:track:2PgLrScLTlAq4o1TUdlBvl,A Major
18140,spotify:track:5175xncdDahrNRbSARLCGv,A Major
18141,spotify:track:6JzWwHRUm9XxmAH31glAth,F Major
18142,spotify:track:4Npg5hUbSyDDpHUdiVraAh,F# Major
18307,spotify:track:44OStPIJOJtHXSy6RHTwBL,B minor
18347,spotify:track:30wSLJeqlfmn4R2wmEiK1W,F# Major
18383,spotify:track:7B42ggKFlrPB57uAU1lUhp,B Major
18384,spotify:track:07NaV63XyohKjerrhEmly1,A Major
18394,spotify:track:65yGjhXQXicY4TPjup2J5v,A Major
18584,spotify:track:0dwhPXRsD4Oc2LIuYgp51z,D Major
18586,spotify:track:4XKbLk4AdxBMYMtUv9VeTr,C minor
18599,spotify:track:3Y4BojgEhYiU0i9PP5gwBA,F Major
18603,spotify:track:4VedkKwiRXi8KT0CvwOX13,Bb Major
18616,spotify:track:1JaIFNCzoLXAlPh1I0h2W8,D Major
18636,spotify:track:5jaoD2uD8g8svrSyfb12q3,Bb minor
18642,spotify:track:0liqlBwjtQ3pjiHftHVzWE,E Major
18683,spotify:track:5PG01VaHNaFxeUNX8n9lro,E minor
18694,spotify:track:4jBG6I9U3MeXRaNFYRVcRR,G# Major
18710,spotify:track:1lUDJ4UYeyJ3dA6Uq9SfJ1,A minor
18712,spotify:track:5VOreaTfqPxHWeQgqwkCXv,F Major
18713,spotify:track:0JQAWIsug6koBPFyBcnEas,D# Major
18715,spotify:track:3QbXfk6S85rSex1tTTpbrn,Bb Major
18742,spotify:track:4oTH5OkdfMIDu6cD9QjKeH,B minor
18743,spotify:track:5PJi4IZE3eskjImQLmhnIH,G Major
18744,spotify:track:63VgXTgg511pL0psPCdPCt,E Major
18745,spotify:track:3mQMGbPN308PcerVxesaQH,C Major
18746,spotify:track:0Pfm7TlMEuQKhnosqzdBSk,A minor
18747,spotify:track:6B441OJeQcNtqmYdQqWlDF,G Major
18751,spotify:track:43H8L3oznaWkLtXh2dJMJ5,A Major
18753,spotify:track:0lcPuaBsS1wHExa7abMicK,B minor
18803,spotify:track:375Arj5PK4b1se4F7WTbbP,G Major
18823,spotify:track:6iQYA3CqQwOZOBfUtvDajK,E minor
18887,spotify:track:1ITGk6qpmfcf0tTqMlgEAi,A minor
18888,spotify:track:0NblDkzRZ4XOp0JmrFZSIR,E minor
18891,spotify:track:2B66IaS2ahu0Eq4hjaak3l,G# Major
19070,spotify:track:4azxaiXG7GggKzZWPe4zTl,C Major
19207,spotify:track:1vYsWWCL641pAKyvB2byXW,D# Major
19246,spotify:track:3iJLrJmW07dmTDwVDwiUuJ,C minor
19250,spotify:track:1XgBVZBrAOSphup129VUKs,G minor
19252,spotify:track:1VicSO0pB7hayYnK2r1d6W,G minor
19253,spotify:track:6XILnPFmDGxpbX4n92FzGy,B minor
19254,spotify:track:1ZNpxAXJ46t8PTDAmNr5v9,B minor
19255,spotify:track:2RzpM1b1TZQyfKuXElJvr2,B minor
19256,spotify:track:5f1O2mRce8iSshOcsMkxBK,D minor
19257,spotify:track:1jRYZZlu91JDH2MqzXLTFn,D minor
19260,spotify:track:35zClIAZTUIwBatunZdbWj,D minor
19261,spotify:track:3BFOV1VZnddphrz7BGVbx0,E minor
19264,spotify:track:7dUzYpCfqy3NGhobjfM6n2,D minor
19297,spotify:track:23OO4XzAaA3aAqO2Xt5dn6,D Major
19322,spotify:track:5fJjD7asv6h8xhaORhnHEl,G Major
19323,spotify:track:0shH2RMTxt6b5xaTTVFQiC,Bb Major
19392,spotify:track:4JyHxO4kJoIodrrn8pfqOd,Bb Major
19397,spotify:track:6ME9MmFbiH6fotyJa73uqH,Bb Major
19424,spotify:track:0YDXbd6Sm1G0qYPGJ0QzCm,C# minor
19426,spotify:track:08mXyzbCkMd8Vm12WsctRM,A minor
19440,spotify:track:1wzAuuJJhrbVqQvGiWcuI5,E Major
19443,spotify:track:7EWkVcynYpMOxx1w7qgEUo,F# minor
19539,spotify:track:5JobgghLdzrfgkUEQW58dX,E Major
19637,spotify:track:6lP0lAAm3N0NBHOhjAgTsF,D Major
19638,spotify:track:4mtaKsXYMq6LKeEMRKpSRR,C# minor
19639,spotify:track:2H7Yt0dXV1StfFbWKlFxzz,F minor
19649,spotify:track:6D8JJrKVXiX8J3ibs1bV7Y,E minor
19658,spotify:track:7CTh9JGUfQExGlez2aV6D0,G minor
19668,spotify:track:3luGUfPRtHFD53qjWoovg1,G# minor
19670,spotify:track:2TG5TM1BbQWKueuUQDH2Cz,D Major
19671,spotify:track:07MgwZZutxJnfDps4dxhhT,B minor
19680,spotify:track:4jK6pmyIfdvenV4M8Y8B0l,A minor
19683,spotify:track:3EwXwFcTSuebPfvO7bys1p,C Major
19684,spotify:track:1gVYIYS9pvtN7DiHErSnyG,G# Major
19705,spotify:track:3zmm2fhBQAJk1bwvq1dyjd,F# minor
19707,spotify:track:5SWZbSJFLsp1EGyXGAtdSz,D Major
19708,spotify:track:4whLI46YePMI34X5oaNIT2,C# Major
19718,spotify:track:1eG8d27XbwwQVi5SyTycLT,G Major
19720,spotify:track:68IbiSnjQDAkaY6rTWXPAC,D# minor
19721,spotify:track:5haGXyShSuXgZMAmcsT9Mr,F# minor
19722,spotify:track:05SySnJ0HAafz1rCGn4vGy,B minor
19724,spotify:track:38Lg0WKiWLOkxq3VVIoxGC,G minor
19726,spotify:track:1dxHvva1HPTzV8vWsVQlgB,F# minor
19741,spotify:track:0I0lWQeI24PBylncIxuzzA,Bb minor
19742,spotify:track:24KWdc8QBZuERpJhCBE3mV,Bb minor
19757,spotify:track:3dAg9fjcyBiHdQb1kSFObN,G minor
20013,spotify:track:631FkCEFMBHgUp2LIU9IOc,A minor
20033,spotify:track:5ykujC0qkH1LI2RZypr19N,G# Major
20044,spotify:track:1YTebn5m7tJKszSfUr0d4j,F Major
20052,spotify:track:3gZEjIDVIOjGfMtt5vPj0y,D Major
20053,spotify:track:6Hae3y9AwGzPUXAtAW8m6A,C minor
20055,spotify:track:6r0YOME1s0UwOyuesGzABt,C Major
20123,spotify:track:7Je1r9YigCzaVvlyL0KFT9,D Major
20124,spotify:track:2GxBSOQWb4qMCWYoBWYMah,G minor
20129,spotify:track:6FJZQNs0mF5G69vh53TUIR,A Major
20152,spotify:track:7M5WpLI3P9hKR1hob6ypxP,B Major
20206,spotify:track:62kpKERs2EyhfJ6WKa2aDe,G# Major
20210,spotify:track:4whG3JnXfeGHIOWcruysE8,C Major
20227,spotify:track:6ixWY4DPA6DGVyyExQoVyX,E Major
20229,spotify:track:0wPBSxuXMMg2DLjr4hL786,E minor
20230,spotify:track:0eABr7MlM2PsgPiB9v6l7X,E minor
20256,spotify:track:19e5WwJAT4DAP6nwtEZf1E,D# Major
20263,spotify:track:4Q12syXjarvgFeJKwhsr2O,A Major
20265,spotify:track:22UNGcVYXVokBi31yl45Ri,A Major
20266,spotify:track:6g3VhupTE82S1bsJ0Y2ZBM,G Major
20432,spotify:track:4nplwa0V78SSquzda868bI,E minor
20434,spotify:track:67raFTzuOzVFZyEYxbiMxL,D# Major
20565,spotify:track:6WugrvDWkhAvV4UFVGdTER,G Major
20690,spotify:track:7CXoA1LrpBQBD4UgubbWbX,F minor
20761,spotify:track:140D9HYRNcWZZ5tn7Ng5uv,D# minor
20824,spotify:track:7fPxHUAqcyjRemE95Ksykn,C Major
20826,spotify:track:1K1AI5b73UxmcbV9BDS1Th,F# minor
21011,spotify:track:1OduRIDYilOZ8i19EyiVt6,A minor
21014,spotify:track:5C84sB8GSxKxHRGMXVp9TH,D minor
21064,spotify:track:3A7RKQAyNh2zOyQyifZsac,F minor
21065,spotify:track:53kQTL1WB5Y1Wb4QKVXIRr,F minor
21083,spotify:track:1xKkH2ue0HtfHCkl2UuZJC,C Major
21084,spotify:track:02K5ypd0Msh730x2aWFA4U,A Major
21085,spotify:track:6dvgey7y2ZGnhdbV16iHxG,A Major
21086,spotify:track:7n2YGh8MLQg7rYl2zRu9Jt,E Major
21100,spotify:track:4jLGMzTAzoOj531iQ8N4bH,D# minor
21189,spotify:track:4hnDXidIDBny0S66nswDQI,F Major
21202,spotify:track:1f50BSr9XyaiU7LqcwIFTq,D Major
21220,spotify:track:7m2NIq9gdyFCscQw9K8ZRI,D# Major
21260,spotify:track:2WVOHqe77zXCXeNzAhQyVA,G minor
21298,spotify:track:20n3jOObaIX9FwIRsOAoBh,G Major
21302,spotify:track:3ZlsqAL7qUSNa1zDwh4mOc,E Major
21368,spotify:track:2FzkXPPlGctS3jBCFTlX4O,F Major
21378,spotify:track:6zCKiaSQf8A9SGrGlljTQa,D minor
21379,spotify:track:2w1xUVJg62fWeaX0YsWTC1,F# Major
21381,spotify:track:05CdI5HYT9xkHqavOLEL3e,G minor
21553,spotify:track:6amY3rIy5hxGaOt2O2DA0G,G Major
21555,spotify:track:1tDdFCMzFkXgSaclok2mjf,A minor
21556,spotify:track:59obAwS55WVip0sjagG68O,G# minor
21557,spotify:track:1jxMAkvuwTtiJ84MWP1njV,Bb Major
21559,spotify:track:6Lw6jwgfaveff8TtpAj4sl,C# minor
21617,spotify:track:2MRP6Mgj9TAdQRGFKmmD4F,C Major
21820,spotify:track:4RkTz7QDvOGnSyVqLAEGsj,G minor
21823,spotify:track:7tvXXvVmGBTMJQIqMZpzCJ,C Major
21826,spotify:track:0pQSz8jbBn0J1DvZirEreT,F minor
21827,spotify:track:2o69q0xeWA1IQqIf7CZwEu,D Major
21828,spotify:track:7ATvaZRwVL0RvSlQ3oJFfx,B minor
21829,spotify:track:1IfoG5bZNx4eOS01eLajgE,C Major
21831,spotify:track:6ObZCYEnKX5y8zvU6oQx96,E minor
21834,spotify:track:1rvBj87xh4kJycggeHE7qY,F minor
21859,spotify:track:3gh3FmGXaSlsjEh3qeoB5j,C minor
21860,spotify:track:2Z16nASLSZ7apUtmOxTgEM,G minor
21961,spotify:track:2ICBDDrud9D5Vu21V6SRG2,E Major
22058,spotify:track:1XX4jwuxmWCzt495idJvUb,Bb Major
22059,spotify:track:65yGjhXQXicY4TPjup2J5v,A Major
22060,spotify:track:3TnR7yhWHlhBBIUHp2Yb4a,F# Major
22061,spotify:track:3yPsV43QQ2bSDwvJ00CV8i,Bb Major
22062,spotify:track:7ykhGhpsAuLTpwMtmAJtuZ,E minor
22097,spotify:track:7hjlQ3NJz36QcIZ3aj4zhl,C minor
22195,spotify:track:4ML4wbdpIQEtnCKmzIRJIu,C Major
22284,spotify:track:2eWj2FlJQpQvLnE5iG0AHr,C# Major
22285,spotify:track:5SkCKL4t1NPlMikcguGMUf,C# Major
22295,spotify:track:60k0s9OMDbkXfNikR5eJyf,C# minor
22311,spotify:track:3cYS6uyXuwLCLg1gNTN1g1,C minor
22317,spotify:track:2qGW4D6FhVMaLl5kKZv3RA,E minor
22318,spotify:track:0XGUqz0iK9QIA4lw1ojVP1,F minor
22319,spotify:track:6KZaeEy1ZHouht7BlRDWDk,G Major
22322,spotify:track:0KHi5wcmoCQuO82uKOMQNh,C# minor
22323,spotify:track:4pi3smOFtcsHN3OtiqoFue,E minor
22328,spotify:track:5EipXRIKqkqDjENEtqhNLO,D# minor
22453,spotify:track:5qlOrew02Nw7apvpnxeFmR,A minor
22556,spotify:track:6MwwhiSrDDshft5o5GgBHs,D Major
22562,spotify:track:0x8BXEjWrzMRY2xxuDaJhN,F Major
22563,spotify:track:3s9lrF4OdEf1OtuvKDlJho,G Major
22576,spotify:track:28oQtrmzL5NiyXuVFL2Kmv,D minor
22943,spotify:track:04n8bSJUyiYCRzNyEiMrfv,B Major
22954,spotify:track:1Y0keNllCv6F0KRFq3qRlf,A minor
22974,spotify:track:1F5KjbXsNpzWVrpFZ7ORmS,D minor
22996,spotify:track:6xY6XNZ3OfnujxOPOfKRg4,A minor
22997,spotify:track:26AXZWtK7aeqPMGmfb25Wr,F# Major
23011,spotify:track:08mXyzbCkMd8Vm12WsctRM,A minor
23014,spotify:track:0vTKds4Xm2Sxoa2vaDW9de,G minor
23015,spotify:track:02BXvty2Ig4fLpFioQhQHd,E Major
23025,spotify:track:1Wkn3sEOwNhVQawMkDOGHP,G Major
23026,spotify:track:1I09SBW8bPGyJOmhPjXNDV,D# Major
23059,spotify:track:7k2vHlCl6eIfhWjyGcpLJT,D Major
23060,spotify:track:0ZcHpylX3kEGJlYWa06XjG,E Major
23096,spotify:track:1nTccjQ2qFmh1PVuAxCEhX,D Major
23107,spotify:track:3KsMNP6hNP0T5nPQ9veY9f,E minor
23108,spotify:track:6K0JJKCYCV74MUZffsPwLW,E minor
23172,spotify:track:4IFYBNVi0TqmPLnOwirL6l,A minor
23173,spotify:track:7aEI718AkU1MiJShARfFbv,A Major
23177,spotify:track:4VWC1hTbsLRuHtw0p8kULU,E minor
23181,spotify:track:64g6HrI6XkL3fMH6r43JMc,A minor
23338,spotify:track:315AVz3n0KsLIE20Xk7KDu,B Major
23339,spotify:track:6wi9lDQqpzMpnuAaYNf1Lc,F# Major
23340,spotify:track:0TRf5LgtDJAmpPZcrCBeoQ,D Major
